,0,1,2
1026,Diamond,High School,winning
1027,Platinum,High School,improving
1028,improving,None,Gold
1029,winning,None,Gold
1030,improving,High School,Gold
1031,Diamond,High School,improving
1032,Bronze,None,winning
1033,improving,High School,Gold
1034,having fun,High School,Gold
1035,Platinum,High School,winning
1036,improving,High School,Gold
1037,Master,Bronze,improving
1038,Platinum,having fun,High School
1039,Unranked,having fun,Bachelor
1040,improving,High School,Silver
1041,Platinum,having fun,High School
1042,improving,None,Silver
1043,Platinum,having fun,High School
1044,Platinum,having fun,High School
1045,Platinum,High School,winning
1046,having fun,Bronze,None
1047,Platinum,having fun,Bachelor
1048,Diamond,Master,improving
1049,Platinum,High School,improving
1050,Diamond,High School,improving
1051,having fun,None,Gold
1052,Diamond,High School,improving
1053,improving,High School,Gold
1054,improving,High School,Gold
1055,Unranked,having fun,Master
1056,having fun,High School,Silver
1057,Platinum,having fun,High School
1058,having fun,High School,Gold
1059,Diamond,having fun,None
1060,improving,High School,Bronze
1061,Platinum,High School,improving
1062,having fun,High School,Gold
1063,having fun,High School,Gold
1064,Platinum,High School,winning
1065,having fun,High School,Silver
1066,Platinum,having fun,High School
1067,Platinum,High School,winning
1068,winning,None,Gold
1069,Platinum,High School,winning
1070,improving,None,Gold
1071,Diamond,High School,improving
1072,having fun,High School,Silver
1073,having fun,High School,Gold
1074,having fun,High School,Gold
1075,Diamond,having fun,None
1076,improving,Bachelor,Gold
1077,improving,High School,Silver
1078,Unranked,High School,improving
1079,Master,Silver,improving
1080,having fun,High School,Bronze
1081,Diamond,High School,improving
1082,having fun,Bachelor,Silver
1083,Platinum,High School,improving
1084,having fun,High School,Gold
1085,having fun,None,Gold
1086,Master,Silver,improving
1087,Platinum,having fun,High School
1088,Diamond,High School,improving
1089,Platinum,High School,improving
1090,Master,having fun,Silver
1091,having fun,Bachelor,Silver
1092,Master,having fun,Silver
1093,improving,Bachelor,Gold
1094,having fun,High School,Gold
1095,Unranked,having fun,Bachelor
1096,Platinum,High School,relaxing
1097,Unranked,having fun,High School
1098,having fun,High School,Gold
1099,improving,Bachelor,Bronze
1100,having fun,High School,Silver
1101,improving,High School,Silver
1102,having fun,High School,Gold
1103,Platinum,having fun,High School
1104,having fun,High School,Gold
1105,Diamond,having fun,High School
1106,improving,High School,Gold
1107,Platinum,High School,winning
1108,having fun,Bachelor,Silver
1109,Platinum,Bachelor,improving
1110,Platinum,having fun,High School
1111,having fun,Bachelor,Silver
1112,having fun,High School,Silver
1113,Diamond,having fun,High School
1114,Diamond,High School,winning
1115,improving,High School,Silver
1116,having fun,High School,Gold
1117,having fun,High School,Silver
1118,Unranked,having fun,High School
1119,having fun,High School,Bronze
1120,Diamond,High School,improving
1121,having fun,Bachelor,Silver
1122,Master,having fun,Silver
1123,having fun,High School,Gold
1124,having fun,High School,Gold
1125,Platinum,High School,relaxing
1126,Platinum,High School,improving
1127,Platinum,High School,improving
1128,Diamond,None,relaxing
1129,improving,High School,Gold
1130,Platinum,Bachelor,relaxing
1131,Platinum,Master,improving
1132,High School,Silver,winning
1133,having fun,High School,Gold
1134,having fun,High School,Bronze
1135,improving,Bachelor,Silver
1136,having fun,None,Gold
1137,Diamond,having fun,High School
1138,Diamond,having fun,High School
1139,Diamond,having fun,High School
1140,Unranked,Bachelor,winning
1141,Diamond,High School,improving
1142,Diamond,High School,improving
1143,having fun,High School,Gold
1144,Diamond,High School,improving
1145,having fun,High School,Gold
1146,improving,High School,Gold
1147,having fun,None,Gold
1148,having fun,High School,Gold
1149,having fun,Bachelor,Silver
1150,improving,High School,Gold
1151,High School,Silver,relaxing
1152,Platinum,High School,improving
1153,improving,High School,Gold
1154,Platinum,having fun,High School
1155,having fun,Bachelor,Silver
1156,Diamond,None,winning
1157,Platinum,High School,improving
1158,improving,Bachelor,Silver
1159,Platinum,Bachelor,improving
1160,having fun,Bachelor,Silver
1161,winning,High School,Gold
1162,improving,High School,Silver
1163,Platinum,Master,relaxing
1164,Platinum,having fun,High School
1165,improving,High School,Silver
1166,having fun,High School,Gold
1167,winning,High School,Gold
1168,Diamond,High School,improving
1169,Platinum,having fun,High School
1170,Platinum,High School,improving
1171,having fun,High School,Bronze
1172,Diamond,High School,improving
1173,having fun,High School,Gold
1174,having fun,High School,Gold
1175,improving,High School,Silver
1176,having fun,High School,Gold
1177,Platinum,High School,improving
1178,Unranked,Bachelor,winning
1179,Diamond,Bachelor,winning
1180,Unranked,High School,relaxing
1181,Platinum,High School,improving
1182,Diamond,High School,relaxing
1183,having fun,High School,Silver
1184,winning,High School,Gold
1185,Diamond,High School,relaxing
1186,having fun,High School,Gold
1187,improving,Bachelor,Silver
1188,improving,Bachelor,Gold
1189,having fun,None,Gold
1190,having fun,Bachelor,Silver
1191,Platinum,High School,winning
1192,Master,improving,Gold
1193,having fun,Bachelor,Gold
1194,Unranked,High School,improving
1195,Diamond,High School,winning
1196,Platinum,Bachelor,improving
1197,Platinum,Bachelor,winning
1198,Diamond,High School,winning
1199,improving,High School,Bronze
1200,improving,High School,Gold
1201,Master,having fun,Gold
1202,having fun,High School,Gold
1203,having fun,Bachelor,Gold
1204,Master,having fun,Gold
1205,Unranked,Bachelor,winning
1206,Master,improving,Gold
1207,improving,Bachelor,Silver
1208,Platinum,High School,improving
1209,improving,High School,Gold
1210,improving,Bachelor,Gold
1211,Diamond,having fun,Bachelor
1212,winning,High School,Gold
1213,having fun,None,Gold
1214,Diamond,High School,winning
1215,winning,High School,Gold
1216,Platinum,having fun,Bachelor
1217,having fun,High School,Gold
1218,improving,High School,Bronze
1219,Platinum,Bachelor,improving
1220,improving,High School,Gold
1221,Unranked,having fun,Bachelor
1222,Platinum,High School,improving
1223,High School,Silver,winning
1224,winning,High School,Gold
1225,improving,High School,Silver
1226,winning,High School,Gold
1227,improving,Doctor,Gold
1228,improving,High School,Gold
1229,having fun,Bachelor,Silver
1230,Unranked,None,relaxing
1231,having fun,Bachelor,Gold
1232,Diamond,having fun,Bachelor
1233,Master,winning,Gold
1234,Master,improving,Gold
1235,having fun,High School,Silver
1236,Diamond,High School,improving
1237,Platinum,None,improving
1238,Platinum,having fun,High School
1239,Diamond,High School,winning
1240,having fun,High School,Gold
1241,Unranked,having fun,High School
1242,having fun,Doctor,Gold
1243,improving,High School,Silver
1244,Platinum,having fun,High School
1245,High School,Silver,winning
1246,Platinum,having fun,High School
1247,Platinum,High School,improving
1248,High School,Silver,winning
1249,Diamond,Bachelor,winning
1250,Diamond,having fun,High School
1251,Master,having fun,Gold
1252,Platinum,Bachelor,improving
1253,Platinum,Bachelor,improving
1254,Diamond,having fun,None
1255,improving,High School,Gold
1256,High School,Silver,winning
1257,Platinum,High School,improving
1258,having fun,None,Gold
1259,Platinum,None,improving
1260,Platinum,High School,improving
1261,having fun,High School,Silver
1262,Platinum,High School,improving
1263,relaxing,Bachelor,Gold
1264,Platinum,having fun,High School
1265,having fun,None,Gold
1266,High School,Silver,winning
1267,improving,High School,Gold
1268,improving,Bachelor,Bronze
1269,High School,Bronze,winning
1270,Platinum,Bachelor,improving
1271,Platinum,High School,improving
1272,Platinum,having fun,Master
1273,having fun,High School,Silver
1274,improving,High School,Gold
1275,improving,High School,Gold
1276,winning,High School,Gold
1277,having fun,High School,Gold
1278,Platinum,None,improving
1279,Platinum,having fun,High School
1280,Diamond,High School,improving
1281,improving,High School,Silver
1282,improving,High School,Gold
1283,Unranked,having fun,Bachelor
1284,having fun,None,Silver
1285,having fun,None,Silver
1286,improving,High School,Gold
1287,Platinum,Bachelor,winning
1288,Diamond,High School,improving
1289,Platinum,Master,winning
1290,Diamond,High School,improving
1291,having fun,High School,Gold
1292,improving,High School,Silver
1293,Master,Bronze,winning
1294,Diamond,High School,improving
1295,having fun,High School,Silver
1296,having fun,High School,Gold
1297,having fun,Bachelor,Gold
1298,Platinum,having fun,Bachelor
1299,Platinum,High School,winning
1300,winning,Bachelor,Gold
1301,Platinum,having fun,High School
1302,Bachelor,Silver,relaxing
1303,Platinum,High School,improving
1304,having fun,High School,Silver
1305,Platinum,High School,improving
1306,Platinum,High School,improving
1307,Bachelor,Bronze,winning
1308,having fun,None,Gold
1309,winning,High School,Gold
1310,winning,High School,Gold
1311,Platinum,having fun,Bachelor
1312,Master,improving,Gold
1313,Platinum,having fun,High School
1314,having fun,High School,Gold
1315,having fun,High School,Gold
1316,Bachelor,Silver,relaxing
1317,improving,High School,Silver
1318,Diamond,None,improving
1319,having fun,High School,Gold
1320,improving,High School,Gold
1321,improving,High School,Silver
1322,improving,High School,Silver
1323,Diamond,having fun,High School
1324,Platinum,having fun,High School
1325,Platinum,Bachelor,improving
1326,Platinum,High School,improving
1327,High School,Silver,relaxing
1328,having fun,High School,Bronze
1329,Platinum,None,improving
1330,improving,Bachelor,Gold
1331,improving,None,Silver
1332,improving,High School,Gold
1333,Platinum,High School,improving
1334,Platinum,High School,improving
1335,winning,High School,Gold
1336,Diamond,having fun,Bachelor
1337,Platinum,High School,improving
1338,having fun,High School,Silver
1339,having fun,High School,Gold
1340,having fun,High School,Silver
1341,having fun,Bachelor,Silver
1342,Platinum,High School,improving
1343,Platinum,High School,winning
1344,improving,High School,Gold
1345,Platinum,Bachelor,relaxing
1346,Platinum,having fun,High School
1347,having fun,High School,Silver
1348,winning,High School,Gold
1349,Diamond,having fun,Bachelor
1350,Master,having fun,Gold
1351,Platinum,High School,improving
1352,High School,Silver,relaxing
1353,Platinum,High School,improving
1354,improving,High School,Gold
1355,Master,having fun,Gold
1356,Diamond,having fun,High School
1357,Platinum,Bachelor,improving
1358,High School,Silver,winning
1359,having fun,High School,Silver
1360,High School,Silver,winning
1361,having fun,Bachelor,Gold
1362,improving,High School,Gold
1363,Diamond,High School,winning
1364,having fun,High School,Gold
1365,winning,None,Gold
1366,improving,High School,Gold
1367,Unranked,having fun,High School
1368,Diamond,having fun,Bachelor
1369,Platinum,Bachelor,improving
1370,improving,High School,Gold
1371,Master,winning,Gold
1372,Diamond,High School,improving
1373,having fun,Bachelor,Gold
1374,Diamond,High School,relaxing
1375,having fun,Bachelor,Bronze
1376,having fun,High School,Bronze
1377,Diamond,High School,winning
1378,having fun,Bachelor,Gold
1379,having fun,Bachelor,Gold
1380,Diamond,having fun,High School
1381,Master,relaxing,Gold
1382,Platinum,High School,winning
1383,having fun,High School,Gold
1384,improving,High School,Bronze
1385,having fun,High School,Bronze
1386,Unranked,having fun,High School
1387,Platinum,High School,improving
1388,Diamond,High School,improving
1389,Platinum,High School,improving
1390,Platinum,Bachelor,winning
1391,winning,Bachelor,Gold
1392,having fun,High School,Bronze
1393,improving,Bachelor,Gold
1394,improving,High School,Gold
1395,improving,High School,Silver
1396,improving,None,Gold
1397,Platinum,High School,winning
1398,improving,High School,Bronze
1399,Platinum,having fun,High School
1400,Platinum,High School,improving
1401,improving,High School,Gold
1402,Platinum,High School,improving
1403,Master,having fun,Gold
1404,having fun,High School,Gold
1405,Platinum,having fun,High School
1406,Diamond,Bachelor,improving
1407,Master,improving,Gold
1408,Platinum,High School,winning
1409,Platinum,having fun,Master
1410,High School,Silver,winning
1411,Platinum,having fun,Master
1412,improving,High School,Silver
1413,Platinum,High School,improving
1414,Platinum,None,improving
1415,Platinum,High School,improving
1416,relaxing,Bachelor,Gold
1417,relaxing,High School,Gold
1418,improving,None,Silver
1419,having fun,Bachelor,Gold
1420,Platinum,having fun,None
1421,improving,High School,Gold
1422,improving,Bachelor,Gold
