League,Degree,Age,GAD_T
Silver,Bachelor,21,1
Platinum,Bachelor,23,2
Silver,Bachelor,23,6
Gold,High School,20,1
Silver,High School,21,4
Platinum,Master,22,4
Platinum,High School,22,4
Silver,High School,22,0
Gold,High School,22,2
Gold,High School,18,7
Diamond,High School,19,8
Platinum,High School,20,1
Platinum,High School,19,6
Bronze,High School,22,0
Diamond,High School,21,2
Gold,High School,19,14
Gold,High School,20,13
Silver,High School,19,3
Gold,High School,18,2
Platinum,High School,19,12
Unranked,Bachelor,21,11
Diamond,Bachelor,19,4
Unranked,High School,21,6
Platinum,High School,19,4
Diamond,High School,21,2
Silver,High School,24,13
Gold,High School,20,4
Diamond,High School,18,5
Gold,High School,18,2
Silver,Bachelor,23,4
Gold,Bachelor,23,5
Gold,None,20,4
Silver,Bachelor,20,0
Platinum,High School,18,9
Gold,Master,28,7
Gold,Bachelor,21,9
Unranked,High School,19,4
Diamond,High School,21,13
Platinum,Bachelor,18,3
Platinum,Bachelor,21,8
Diamond,High School,18,1
Bronze,High School,34,3
Gold,High School,21,7
Gold,Master,28,1
Gold,High School,18,8
Gold,Bachelor,22,4
Gold,Master,25,0
Unranked,Bachelor,23,21
Gold,Master,22,2
Silver,Bachelor,25,3
Platinum,High School,19,1
Gold,High School,18,2
Gold,Bachelor,21,3
Diamond,Bachelor,21,1
Gold,High School,19,11
Gold,None,20,5
Diamond,High School,24,5
Gold,High School,18,11
Platinum,Bachelor,25,2
Gold,High School,20,7
Bronze,High School,20,6
Platinum,Bachelor,24,3
Gold,High School,23,5
Unranked,Bachelor,20,0
Platinum,High School,19,5
Silver,High School,25,6
Gold,High School,23,4
Silver,High School,23,7
Gold,High School,23,7
Gold,Doctor,28,1
Gold,High School,21,10
Silver,Bachelor,23,1
Unranked,None,18,9
Gold,Bachelor,22,2
Diamond,Bachelor,21,16
Gold,Master,26,13
Gold,Master,26,12
Silver,High School,20,4
Diamond,High School,20,5
Platinum,None,18,7
Platinum,High School,18,0
Diamond,High School,25,21
Gold,High School,24,3
Unranked,High School,19,4
Gold,Doctor,25,3
Silver,High School,18,3
Platinum,High School,19,7
Silver,High School,19,2
Platinum,High School,22,9
Platinum,High School,20,5
Silver,High School,20,12
Diamond,Bachelor,19,16
Diamond,High School,19,4
Gold,Master,33,4
Platinum,Bachelor,23,4
Platinum,Bachelor,20,2
Diamond,None,18,3
Gold,High School,18,13
Silver,High School,18,12
Platinum,High School,20,5
Gold,None,21,3
Platinum,None,18,2
Platinum,High School,18,1
Silver,High School,20,7
Platinum,High School,20,4
Gold,Bachelor,24,7
Platinum,High School,19,5
Gold,None,18,6
Silver,High School,18,3
Gold,High School,26,5
Bronze,Bachelor,36,4
Bronze,High School,23,18
Platinum,Bachelor,18,3
Platinum,High School,18,10
Platinum,Master,23,2
Silver,High School,34,1
Gold,High School,20,2
Gold,High School,20,1
Gold,High School,22,4
Gold,High School,19,10
Platinum,None,18,7
Platinum,High School,20,4
Diamond,High School,19,3
Silver,High School,24,5
Gold,High School,19,16
Unranked,Bachelor,24,10
Silver,None,18,4
Silver,None,18,3
Gold,High School,22,12
Platinum,Bachelor,22,12
Diamond,High School,19,3
Platinum,Master,22,5
Diamond,High School,18,0
Gold,High School,19,3
Silver,High School,19,4
Bronze,Master,36,1
Diamond,High School,22,5
Silver,High School,19,1
Gold,High School,22,1
Gold,Bachelor,23,6
Platinum,Bachelor,20,3
Platinum,High School,21,12
Gold,Bachelor,21,9
Platinum,High School,18,14
Silver,Bachelor,38,2
Platinum,High School,18,6
Silver,High School,18,2
Platinum,High School,21,5
Platinum,High School,19,12
Bronze,Bachelor,33,4
Gold,None,18,4
Gold,High School,18,3
Gold,High School,19,6
Platinum,Bachelor,20,15
Gold,Master,26,3
Platinum,High School,19,6
Gold,High School,18,4
Gold,High School,20,4
Silver,Bachelor,23,6
Silver,High School,20,8
Diamond,None,18,1
Gold,High School,23,4
Gold,High School,18,6
Silver,High School,18,9
Silver,High School,18,0
Diamond,High School,18,1
Platinum,High School,20,13
Platinum,Bachelor,23,5
Platinum,High School,20,0
Silver,High School,20,6
Bronze,High School,21,21
Platinum,None,20,4
Gold,Bachelor,19,1
Silver,None,18,0
Gold,High School,21,14
Platinum,High School,24,2
Platinum,High School,19,1
Gold,High School,19,6
Diamond,Bachelor,25,0
Platinum,High School,20,16
Silver,High School,22,2
Gold,High School,19,5
Silver,High School,20,3
Silver,Bachelor,23,4
Platinum,High School,20,6
Platinum,High School,21,3
Gold,High School,20,1
Platinum,Bachelor,26,3
Platinum,High School,19,2
Silver,High School,19,21
Gold,High School,20,17
Diamond,Bachelor,23,4
Gold,Master,20,2
Platinum,High School,21,19
Silver,High School,18,15
Platinum,High School,18,7
Gold,High School,18,7
Gold,Master,36,4
Diamond,High School,18,14
Platinum,Bachelor,21,13
Silver,High School,18,1
Silver,High School,18,1
Silver,High School,18,7
Gold,Bachelor,20,20
Gold,High School,18,6
Diamond,High School,24,8
Gold,High School,18,10
Gold,None,18,13
Gold,High School,20,2
Unranked,High School,18,1
Diamond,Bachelor,25,0
Platinum,Bachelor,19,2
Gold,High School,20,1
Gold,Master,22,19
Diamond,High School,19,1
Gold,Bachelor,26,4
Diamond,High School,18,5
Bronze,Bachelor,25,1
Bronze,High School,21,14
Diamond,High School,22,6
Gold,Bachelor,23,13
Gold,Bachelor,19,5
Diamond,High School,19,1
Gold,Master,26,6
Platinum,High School,20,10
Gold,High School,19,3
Bronze,High School,22,8
Bronze,High School,20,8
Unranked,High School,21,0
Platinum,High School,20,5
Diamond,High School,19,5
Platinum,High School,18,3
Platinum,Bachelor,23,2
Gold,Bachelor,20,5
Bronze,High School,21,9
Gold,Bachelor,28,18
Gold,High School,18,14
Silver,High School,19,0
Gold,None,18,6
Platinum,High School,18,8
Bronze,High School,18,3
Platinum,High School,22,2
Platinum,High School,19,11
Gold,High School,18,14
Platinum,High School,19,7
Gold,Master,25,0
Gold,High School,24,2
Platinum,High School,18,10
Diamond,Bachelor,23,0
Gold,Master,30,4
Platinum,High School,18,1
Platinum,Master,29,6
Silver,High School,18,4
Platinum,Master,23,3
Silver,High School,21,9
Platinum,High School,22,0
Platinum,None,18,4
Platinum,High School,18,3
Gold,Bachelor,22,2
Gold,High School,25,7
Silver,None,18,1
Gold,Bachelor,22,6
Platinum,None,18,3
Gold,High School,25,0
Gold,Bachelor,20,7
Silver,High School,18,10
Gold,High School,19,10
Silver,Bachelor,21,0
Unranked,None,18,4
Unranked,High School,21,12
Gold,Bachelor,19,4
Silver,High School,19,1
Gold,High School,19,2
Platinum,High School,20,5
Diamond,High School,18,7
Silver,Bachelor,22,1
Gold,High School,22,6
Platinum,High School,24,8
Platinum,High School,23,5
Gold,Bachelor,18,5
Platinum,High School,18,7
Platinum,None,23,6
Silver,Bachelor,26,3
Diamond,High School,20,7
Silver,High School,19,5
Silver,Bachelor,32,4
Silver,Bachelor,21,5
Unranked,Bachelor,22,7
Bronze,Bachelor,27,13
Gold,High School,19,2
Gold,High School,20,2
Platinum,None,18,7
Unranked,High School,18,15
Diamond,High School,19,2
Diamond,High School,23,1
Gold,High School,19,6
Diamond,Bachelor,22,4
Silver,High School,19,3
Platinum,High School,18,6
Gold,Bachelor,20,0
Silver,Bachelor,24,8
Silver,High School,23,7
Platinum,Bachelor,19,1
Diamond,None,20,12
Platinum,High School,20,11
Diamond,Bachelor,24,2
Silver,High School,20,21
Silver,High School,21,14
Diamond,High School,19,6
Platinum,High School,19,10
Gold,High School,18,13
Silver,Bachelor,31,6
Platinum,High School,19,4
Platinum,High School,18,3
Platinum,High School,18,16
Silver,High School,19,1
Platinum,High School,19,1
Gold,High School,20,14
Diamond,High School,18,2
Platinum,None,18,2
Unranked,High School,24,1
Silver,High School,19,9
Silver,None,18,9
Gold,High School,19,2
Gold,Master,27,9
Gold,Bachelor,32,4
Gold,High School,21,1
Silver,None,19,7
Platinum,High School,20,2
Gold,High School,18,8
Gold,High School,24,8
Diamond,Bachelor,19,8
Bronze,High School,26,0
Bronze,Bachelor,22,4
Gold,High School,18,3
Bronze,Bachelor,25,2
Gold,High School,18,0
Platinum,Master,22,3
Gold,High School,18,2
Diamond,High School,18,13
Silver,High School,21,2
Diamond,Bachelor,23,3
Gold,Bachelor,22,7
Diamond,High School,20,5
Platinum,High School,25,2
Gold,High School,20,3
Silver,High School,18,2
Platinum,High School,19,0
Gold,High School,19,2
Platinum,High School,18,4
Gold,High School,18,3
Platinum,None,18,0
Gold,High School,28,5
Gold,None,21,0
Platinum,High School,18,4
Silver,High School,19,9
Platinum,None,19,5
Gold,High School,19,1
Gold,High School,20,8
Diamond,High School,19,5
Platinum,Bachelor,22,4
Platinum,High School,25,11
Gold,High School,18,17
Platinum,Bachelor,28,2
Platinum,High School,19,4
Gold,None,18,2
Gold,None,18,6
Platinum,Bachelor,24,0
Silver,High School,18,7
Platinum,High School,20,3
Silver,None,18,3
Diamond,High School,19,3
Silver,None,19,10
Unranked,High School,20,2
Diamond,High School,21,3
Platinum,High School,18,4
Gold,High School,18,7
Platinum,High School,22,3
Platinum,High School,18,11
Diamond,Bachelor,20,8
Diamond,Bachelor,21,3
Gold,Master,28,2
Platinum,High School,20,2
Gold,High School,18,5
Silver,High School,18,11
Platinum,High School,20,2
Silver,High School,18,1
Gold,Master,27,5
Platinum,Bachelor,24,4
Silver,High School,19,6
Gold,High School,18,5
Gold,High School,20,0
Platinum,Bachelor,23,2
Platinum,Master,25,2
Gold,High School,20,0
Platinum,None,18,6
Diamond,High School,20,4
Bronze,High School,23,4
Platinum,High School,20,3
Silver,High School,32,1
Silver,None,19,6
Silver,Bachelor,18,5
Silver,High School,18,3
Silver,High School,19,3
Silver,Bachelor,27,9
Gold,None,18,2
Platinum,High School,21,4
Silver,Bachelor,22,9
Platinum,High School,18,6
Gold,High School,22,5
Gold,Master,22,2
Platinum,High School,22,7
Silver,None,18,6
Diamond,Master,20,0
Silver,Doctor,26,5
Bronze,High School,19,0
Diamond,Doctor,31,3
Platinum,High School,19,2
Platinum,High School,21,2
Unranked,Bachelor,25,4
Gold,Bachelor,22,7
Platinum,High School,19,5
Silver,None,18,0
Gold,Master,25,1
Unranked,None,18,0
Platinum,High School,18,8
Silver,High School,18,7
Gold,None,20,1
Diamond,None,18,0
Platinum,High School,19,8
Unranked,High School,19,4
Unranked,High School,19,4
Platinum,None,18,9
Platinum,High School,25,10
Silver,Bachelor,20,1
Unranked,High School,19,7
Platinum,High School,19,13
Gold,High School,19,0
Gold,High School,19,6
Diamond,None,20,5
Platinum,High School,22,8
Silver,Bachelor,25,4
Gold,None,18,0
Platinum,High School,18,13
Unranked,High School,21,13
Gold,None,18,12
Gold,High School,24,3
Gold,Bachelor,26,0
Platinum,High School,18,8
Gold,High School,19,3
Unranked,High School,22,1
Silver,None,18,9
Gold,High School,18,5
Silver,High School,18,3
Silver,Bachelor,28,6
Diamond,None,19,2
Platinum,High School,18,3
Gold,Bachelor,23,2
Silver,High School,19,1
Silver,Bachelor,24,3
Gold,High School,18,2
Gold,High School,20,6
Silver,None,18,1
Diamond,High School,19,1
Diamond,None,18,4
Gold,High School,18,7
Platinum,None,19,5
Gold,High School,19,2
Silver,Master,26,7
Platinum,High School,19,2
Silver,High School,21,13
Diamond,High School,18,3
Gold,High School,19,1
Unranked,High School,18,12
Platinum,High School,19,9
Diamond,Bachelor,21,6
Platinum,High School,18,1
Silver,Bachelor,25,13
Platinum,High School,19,2
Platinum,High School,18,1
Gold,None,18,2
Gold,Bachelor,25,2
Gold,None,18,2
Gold,High School,23,1
Silver,High School,18,2
Platinum,High School,18,1
Silver,High School,18,0
Unranked,High School,19,7
Diamond,High School,20,7
Platinum,High School,19,4
Platinum,None,19,2
Platinum,High School,19,0
Diamond,Bachelor,24,3
Gold,High School,21,13
Platinum,Bachelor,20,3
Gold,High School,20,4
Platinum,Bachelor,21,4
Silver,High School,20,11
Diamond,None,18,2
Diamond,None,18,3
Platinum,High School,18,4
Platinum,Bachelor,18,0
Gold,High School,19,2
Silver,High School,22,14
Unranked,High School,18,6
Silver,High School,22,2
Gold,High School,20,7
Platinum,Master,23,3
Platinum,High School,19,1
Platinum,Bachelor,30,1
Platinum,High School,23,13
Silver,High School,18,4
Gold,High School,18,9
Gold,None,18,4
Gold,High School,18,1
Silver,High School,20,10
Bronze,None,18,3
Silver,High School,21,1
Silver,Bachelor,21,1
Diamond,High School,19,2
Silver,High School,21,1
Bronze,High School,19,2
Gold,High School,21,5
Platinum,High School,19,13
Silver,Bachelor,24,19
Gold,High School,19,2
Platinum,High School,18,5
Silver,None,21,1
Silver,Bachelor,21,5
Gold,High School,18,4
Silver,High School,20,6
Platinum,High School,18,1
Gold,High School,19,7
Gold,Bachelor,22,5
Platinum,Bachelor,22,14
Silver,High School,19,13
Diamond,High School,19,6
Gold,High School,19,0
Gold,Bachelor,20,10
Silver,High School,18,8
Gold,High School,21,4
Platinum,Bachelor,23,3
Platinum,High School,19,5
Silver,None,18,7
Diamond,Master,23,9
Gold,High School,21,2
Platinum,Bachelor,22,3
Diamond,None,20,3
Unranked,High School,19,3
Silver,Bachelor,20,0
Bronze,High School,18,9
Gold,High School,23,1
Diamond,None,18,8
Gold,Bachelor,23,0
Gold,Bachelor,35,21
Platinum,High School,18,3
Silver,Master,26,1
Platinum,Bachelor,26,9
Diamond,Master,24,0
Diamond,High School,19,6
Gold,Bachelor,20,4
Platinum,High School,23,11
Silver,High School,23,19
Diamond,Bachelor,19,0
Silver,Master,24,2
Diamond,High School,19,4
Gold,High School,19,6
Platinum,High School,20,3
Diamond,High School,20,3
Gold,Bachelor,21,5
Silver,High School,19,6
Platinum,None,18,3
Diamond,Bachelor,21,2
Gold,Bachelor,22,3
Diamond,High School,18,10
Unranked,Bachelor,22,10
Silver,High School,24,4
Gold,High School,19,2
Gold,High School,21,3
Gold,None,22,4
Gold,High School,21,0
Diamond,None,18,2
Platinum,High School,19,3
Platinum,High School,21,6
Gold,High School,22,8
Platinum,Bachelor,21,2
Diamond,Bachelor,18,2
Bronze,High School,19,0
Platinum,High School,22,2
Silver,Bachelor,20,11
Gold,High School,19,2
Silver,High School,18,5
Bronze,High School,18,3
Gold,High School,20,2
Silver,High School,19,0
Diamond,None,18,13
Platinum,None,18,8
Platinum,High School,22,9
Silver,High School,22,11
Platinum,High School,22,3
Gold,High School,22,0
Silver,High School,18,2
Platinum,High School,18,2
Platinum,Bachelor,21,0
Platinum,High School,20,9
Gold,High School,19,15
Gold,High School,23,4
Silver,None,18,14
Platinum,High School,20,12
Silver,Bachelor,29,3
Diamond,High School,21,7
Gold,High School,18,5
Gold,High School,20,1
Silver,High School,22,12
Gold,High School,18,0
Bronze,Bachelor,24,10
Diamond,Bachelor,21,5
Gold,High School,23,12
Diamond,High School,21,9
Diamond,High School,19,5
Bronze,High School,23,7
Gold,High School,25,1
Gold,High School,20,6
Silver,None,18,8
Platinum,Master,25,3
Platinum,High School,20,2
Platinum,None,18,4
Gold,None,18,6
Bronze,None,18,21
Platinum,High School,25,9
Platinum,None,20,4
Gold,Bachelor,20,1
Platinum,High School,18,2
Diamond,High School,19,5
Gold,High School,20,7
Gold,High School,18,6
Gold,Bachelor,19,6
Silver,Master,24,7
Unranked,Bachelor,21,1
Diamond,High School,19,2
Gold,High School,22,8
Diamond,High School,21,16
Gold,High School,19,8
Gold,Bachelor,20,3
Silver,Bachelor,22,4
Diamond,High School,23,3
Silver,Bachelor,25,4
Silver,High School,23,8
Platinum,High School,20,0
Gold,High School,22,1
Silver,Bachelor,33,1
Platinum,Bachelor,22,1
Silver,Bachelor,23,2
Diamond,High School,19,0
Platinum,Bachelor,26,7
Diamond,High School,19,1
Diamond,High School,20,1
Platinum,None,19,10
Diamond,None,22,6
Silver,High School,20,3
Diamond,None,18,1
Silver,None,18,1
Unranked,Bachelor,35,2
Gold,None,18,14
Platinum,High School,18,3
Platinum,High School,20,5
Gold,None,20,3
Diamond,High School,20,9
Platinum,High School,18,8
Silver,High School,18,1
Silver,Bachelor,28,7
Gold,High School,20,2
Platinum,Bachelor,29,2
Silver,Master,28,3
Platinum,None,18,8
Silver,High School,19,6
Silver,High School,20,4
Platinum,High School,18,10
Platinum,High School,19,7
Diamond,None,18,4
Diamond,High School,20,0
Silver,High School,24,4
Gold,High School,21,1
Diamond,High School,18,0
Gold,High School,21,7
Silver,Master,30,6
Silver,Master,23,2
Diamond,Bachelor,22,3
Silver,High School,20,9
Unranked,Bachelor,22,0
Gold,None,18,19
Bronze,High School,19,11
Platinum,Bachelor,26,1
Gold,Bachelor,18,5
Silver,None,18,6
Gold,High School,27,11
Diamond,High School,18,5
Gold,High School,18,13
Platinum,Bachelor,23,4
Platinum,High School,20,2
Gold,Master,29,2
Diamond,High School,18,4
Silver,High School,22,8
Diamond,High School,19,2
Gold,High School,19,2
Silver,High School,19,16
Bronze,High School,18,4
Gold,High School,27,2
Bronze,High School,23,1
Silver,Bachelor,24,3
Diamond,Bachelor,28,10
Unranked,Bachelor,18,5
Platinum,Bachelor,22,2
Gold,High School,19,4
Unranked,High School,18,5
Platinum,High School,18,2
Bronze,High School,20,8
Gold,High School,19,3
Gold,High School,21,9
Platinum,High School,22,3
Gold,High School,21,18
Platinum,Bachelor,25,4
Gold,Bachelor,26,0
Gold,None,18,9
Unranked,High School,19,8
Platinum,High School,19,18
Silver,Bachelor,21,8
Silver,Bachelor,22,10
Bronze,None,18,2
Bronze,Bachelor,23,17
Diamond,High School,18,10
Platinum,Bachelor,22,2
Platinum,None,21,14
Bronze,None,18,5
Platinum,Master,29,2
Bronze,None,18,8
Silver,None,20,9
Gold,High School,18,6
Gold,High School,18,7
Unranked,High School,20,11
Silver,Bachelor,21,6
Silver,Bachelor,24,14
Diamond,High School,19,0
Silver,High School,19,6
Diamond,High School,18,8
Platinum,High School,22,18
Platinum,Bachelor,20,3
Silver,High School,18,5
Diamond,High School,20,16
Silver,High School,27,13
Silver,High School,18,2
Gold,Bachelor,25,2
Diamond,High School,18,1
Gold,High School,23,3
Gold,Bachelor,22,4
Platinum,High School,23,7
Silver,High School,18,3
Gold,High School,21,2
Silver,High School,19,10
Platinum,High School,21,21
Unranked,High School,22,3
Platinum,High School,23,2
Platinum,Bachelor,24,3
Unranked,High School,22,12
Platinum,High School,23,2
Gold,High School,20,4
Gold,High School,18,6
Platinum,High School,21,2
Gold,High School,19,13
Silver,High School,20,3
Diamond,High School,19,4
Gold,High School,20,1
Gold,Bachelor,22,2
Diamond,High School,24,12
Silver,High School,19,5
Gold,Bachelor,25,4
Gold,Bachelor,23,0
Silver,High School,19,3
Gold,High School,23,8
Platinum,High School,20,3
Silver,None,18,5
Silver,High School,18,6
Diamond,Master,22,11
Gold,Bachelor,31,7
Silver,High School,19,5
Platinum,Bachelor,23,3
Gold,High School,23,2
Gold,High School,21,13
Platinum,High School,19,1
Silver,None,18,6
Diamond,High School,21,0
Platinum,Bachelor,25,5
Silver,High School,19,1
Platinum,High School,21,3
Platinum,High School,19,4
Platinum,High School,18,1
Gold,High School,18,0
Silver,High School,18,1
Diamond,High School,19,1
Platinum,High School,19,12
Platinum,Bachelor,23,1
Silver,Bachelor,26,4
Platinum,High School,26,1
Silver,Bachelor,23,13
Diamond,None,18,0
Silver,High School,19,9
Unranked,High School,30,2
Diamond,High School,22,2
Gold,Bachelor,27,5
Diamond,High School,20,1
Platinum,High School,19,5
Silver,High School,19,3
Silver,High School,19,9
Silver,High School,23,1
Gold,None,18,10
Bronze,High School,18,15
Platinum,Bachelor,19,3
Silver,High School,20,5
Diamond,High School,19,0
Diamond,High School,22,1
Gold,High School,18,2
Gold,High School,21,10
Gold,Bachelor,35,15
Platinum,High School,18,21
Platinum,Bachelor,24,4
Platinum,None,18,3
Silver,Bachelor,29,4
Silver,High School,21,9
Diamond,High School,19,3
Gold,Master,30,4
Gold,High School,21,5
Silver,High School,21,8
Platinum,None,18,5
Gold,High School,19,2
Gold,High School,20,4
